NODE_22_length_120613_cov_15.351228_65	K27882
NODE_38_length_70687_cov_15.037500_7	K10545
NODE_38_length_70687_cov_15.037500_6	K10544
NODE_38_length_70687_cov_15.037500_5	K10543
NODE_6_length_241499_cov_14.686123_50	K10464
NODE_35_length_75451_cov_17.892929_38	K10254
NODE_19_length_138999_cov_14.097017_21	K10229
NODE_19_length_138999_cov_14.097017_19	K10227
NODE_10_length_177970_cov_16.619580_100	K10211
NODE_10_length_177970_cov_16.619580_98	K10210
NODE_10_length_177970_cov_16.619580_97	K10209
NODE_13_length_162950_cov_15.688465_140	K10209
NODE_6_length_241499_cov_14.686123_53	K10125
NODE_26_length_99679_cov_14.870952_65	K10125
NODE_43_length_60437_cov_14.044056_29	K10125
NODE_3_length_306466_cov_15.086084_80	K10112
NODE_4_length_279979_cov_15.072070_65	K10112
NODE_4_length_279979_cov_15.072070_140	K10112
NODE_11_length_174094_cov_16.181546_53	K10112
NODE_16_length_147595_cov_15.526419_107	K10112
NODE_35_length_75451_cov_17.892929_17	K10112
NODE_5_length_270224_cov_14.756047_86	K10107
NODE_11_length_174094_cov_16.181546_119	K10037
NODE_13_length_162950_cov_15.688465_22	K10010
NODE_11_length_174094_cov_16.181546_100	K10009
NODE_11_length_174094_cov_16.181546_110	K10003
NODE_2_length_310327_cov_15.040480_248	K09990
NODE_6_length_241499_cov_14.686123_24	K09987
NODE_2_length_310327_cov_15.040480_289	K09986
NODE_9_length_184078_cov_14.554794_18	K09985
NODE_9_length_184078_cov_14.554794_16	K09984
NODE_27_length_95996_cov_14.791851_89	K09972
NODE_27_length_95996_cov_14.791851_90	K09971
NODE_36_length_74020_cov_14.397778_4	K09971
NODE_27_length_95996_cov_14.791851_92	K09970
NODE_5_length_270224_cov_14.756047_150	K09969
NODE_6_length_241499_cov_14.686123_7	K09969
NODE_27_length_95996_cov_14.791851_93	K09969
NODE_32_length_86311_cov_14.776014_22	K09969
NODE_10_length_177970_cov_16.619580_68	K09966
NODE_9_length_184078_cov_14.554794_4	K09962
NODE_32_length_86311_cov_14.776014_25	K09962
NODE_2_length_310327_cov_15.040480_150	K09957
NODE_28_length_94401_cov_15.028746_32	K09956
NODE_17_length_147460_cov_14.527709_119	K09949
NODE_26_length_99679_cov_14.870952_9	K09948
NODE_33_length_85796_cov_14.378690_13	K09931
NODE_300_length_415_cov_1.402778_1	K09930
NODE_22_length_120613_cov_15.351228_19	K09922
NODE_25_length_107545_cov_15.299885_19	K09919
NODE_231_length_441_cov_0.789809_1	K09912
NODE_17_length_147460_cov_14.527709_108	K09903
NODE_12_length_169171_cov_14.675599_38	K09883
NODE_12_length_169171_cov_14.675599_40	K09882
NODE_24_length_108547_cov_21.898220_118	K09882
NODE_5_length_270224_cov_14.756047_56	K09880
NODE_17_length_147460_cov_14.527709_43	K09823
NODE_45_length_44171_cov_17.054037_36	K09823
NODE_1_length_319143_cov_14.787312_127	K09822
NODE_4_length_279979_cov_15.072070_178	K09812
NODE_17_length_147460_cov_14.527709_87	K09810
NODE_35_length_75451_cov_17.892929_51	K09810
NODE_37_length_72040_cov_14.537580_59	K09810
NODE_17_length_147460_cov_14.527709_85	K09808
NODE_17_length_147460_cov_14.527709_86	K09808
NODE_35_length_75451_cov_17.892929_52	K09808
NODE_37_length_72040_cov_14.537580_60	K09808
NODE_8_length_217158_cov_14.654045_82	K09800
NODE_16_length_147595_cov_15.526419_2	K09798
NODE_1_length_319143_cov_14.787312_117	K09796
NODE_5_length_270224_cov_14.756047_161	K09796
NODE_5_length_270224_cov_14.756047_163	K09796
NODE_45_length_44171_cov_17.054037_23	K09796
NODE_2_length_310327_cov_15.040480_47	K09795
NODE_1_length_319143_cov_14.787312_103	K09792
NODE_10_length_177970_cov_16.619580_23	K09791
NODE_21_length_125267_cov_15.263681_57	K09788
NODE_2_length_310327_cov_15.040480_196	K09781
NODE_27_length_95996_cov_14.791851_43	K09780
NODE_22_length_120613_cov_15.351228_21	K09773
NODE_4_length_279979_cov_15.072070_172	K09771
NODE_8_length_217158_cov_14.654045_178	K09769
NODE_1_length_319143_cov_14.787312_143	K09768
NODE_16_length_147595_cov_15.526419_58	K09761
NODE_34_length_81483_cov_15.360059_77	K09760
NODE_23_length_117044_cov_16.890880_88	K09748
NODE_13_length_162950_cov_15.688465_152	K09747
NODE_5_length_270224_cov_14.756047_139	K09740
NODE_2_length_310327_cov_15.040480_80	K09710
NODE_12_length_169171_cov_14.675599_25	K09697
NODE_14_length_154169_cov_15.539522_27	K09691
NODE_14_length_154169_cov_15.539522_28	K09690
NODE_5_length_270224_cov_14.756047_87	K09689
NODE_5_length_270224_cov_14.756047_88	K09688
NODE_20_length_134083_cov_15.432179_70	K09667
NODE_26_length_99679_cov_14.870952_58	K09539
NODE_3_length_306466_cov_15.086084_200	K09477
NODE_17_length_147460_cov_14.527709_9	K09471
NODE_3_length_306466_cov_15.086084_33	K09461
NODE_29_length_93441_cov_15.090619_84	K09458
NODE_29_length_93441_cov_15.090619_85	K09458
NODE_36_length_74020_cov_14.397778_27	K09458
NODE_3_length_306466_cov_15.086084_185	K09457
NODE_1_length_319143_cov_14.787312_151	K09386
NODE_8_length_217158_cov_14.654045_78	K09181
NODE_12_length_169171_cov_14.675599_53	K09160
NODE_5_length_270224_cov_14.756047_201	K09117
NODE_13_length_162950_cov_15.688465_79	K09022
NODE_19_length_138999_cov_14.097017_68	K09022
NODE_21_length_125267_cov_15.263681_66	K09022
NODE_28_length_94401_cov_15.028746_30	K09022
NODE_34_length_81483_cov_15.360059_80	K09022
NODE_34_length_81483_cov_15.360059_13	K09019
NODE_1_length_319143_cov_14.787312_179	K09018
NODE_15_length_153375_cov_15.028157_95	K09015
NODE_15_length_153375_cov_15.028157_97	K09014
NODE_15_length_153375_cov_15.028157_96	K09013
NODE_1_length_319143_cov_14.787312_137	K09005
NODE_25_length_107545_cov_15.299885_61	K09001
NODE_28_length_94401_cov_15.028746_89	K08998
NODE_20_length_134083_cov_15.432179_72	K08997
NODE_12_length_169171_cov_14.675599_168	K08995
NODE_25_length_107545_cov_15.299885_14	K08989
NODE_20_length_134083_cov_15.432179_92	K08973
NODE_5_length_270224_cov_14.756047_55	K08967
NODE_5_length_270224_cov_14.756047_54	K08964
NODE_18_length_142879_cov_15.039453_35	K08963
NODE_26_length_99679_cov_14.870952_21	K08869
NODE_4_length_279979_cov_15.072070_128	K08745
NODE_12_length_169171_cov_14.675599_92	K08744
NODE_13_length_162950_cov_15.688465_98	K08738
NODE_14_length_154169_cov_15.539522_3	K08738
NODE_44_length_55864_cov_14.241348_26	K08683
NODE_18_length_142879_cov_15.039453_129	K08679
NODE_1_length_319143_cov_14.787312_3	K08678
NODE_425_length_382_cov_0.972549_1	K08655
NODE_26_length_99679_cov_14.870952_20	K08602
NODE_18_length_142879_cov_15.039453_62	K08591
NODE_31_length_89275_cov_14.498901_11	K08483
NODE_34_length_81483_cov_15.360059_58	K08483
NODE_36_length_74020_cov_14.397778_5	K08475
NODE_37_length_72040_cov_14.537580_21	K08369
NODE_9_length_184078_cov_14.554794_120	K08351
NODE_11_length_174094_cov_16.181546_65	K08351
NODE_40_length_67826_cov_15.440066_62	K08319
NODE_5_length_270224_cov_14.756047_79	K08316
NODE_16_length_147595_cov_15.526419_1	K08311
NODE_4_length_279979_cov_15.072070_201	K08309
NODE_8_length_217158_cov_14.654045_107	K08309
NODE_3_length_306466_cov_15.086084_267	K08305
NODE_22_length_120613_cov_15.351228_23	K08304
NODE_5_length_270224_cov_14.756047_98	K08300
NODE_7_length_227087_cov_15.662125_202	K08299
NODE_7_length_227087_cov_15.662125_214	K08298
NODE_28_length_94401_cov_15.028746_19	K08298
NODE_9_length_184078_cov_14.554794_154	K08296
NODE_3_length_306466_cov_15.086084_28	K08295
NODE_8_length_217158_cov_14.654045_74	K08281
NODE_13_length_162950_cov_15.688465_112	K08226
NODE_4_length_279979_cov_15.072070_56	K08223
NODE_22_length_120613_cov_15.351228_18	K08218
NODE_5_length_270224_cov_14.756047_34	K08177
NODE_5_length_270224_cov_14.756047_126	K08154
NODE_4_length_279979_cov_15.072070_242	K08093
NODE_22_length_120613_cov_15.351228_66	K08083
NODE_8_length_217158_cov_14.654045_43	K08081
NODE_12_length_169171_cov_14.675599_164	K08081
NODE_6_length_241499_cov_14.686123_176	K07823
NODE_4_length_279979_cov_15.072070_11	K07799
NODE_4_length_279979_cov_15.072070_214	K07795
NODE_10_length_177970_cov_16.619580_170	K07795
NODE_11_length_174094_cov_16.181546_76	K07795
NODE_27_length_95996_cov_14.791851_16	K07795
NODE_38_length_70687_cov_15.037500_15	K07795
NODE_48_length_36510_cov_13.865212_30	K07795
NODE_10_length_177970_cov_16.619580_168	K07793
NODE_30_length_92583_cov_14.901034_28	K07793
NODE_58_length_17601_cov_15.073137_14	K07793
NODE_28_length_94401_cov_15.028746_64	K07790
NODE_4_length_279979_cov_15.072070_13	K07789
NODE_4_length_279979_cov_15.072070_12	K07788
NODE_13_length_162950_cov_15.688465_72	K07774
NODE_33_length_85796_cov_14.378690_31	K07746
NODE_23_length_117044_cov_16.890880_90	K07742
NODE_1_length_319143_cov_14.787312_242	K07738
NODE_5_length_270224_cov_14.756047_172	K07736
NODE_5_length_270224_cov_14.756047_133	K07735
NODE_33_length_85796_cov_14.378690_2	K07734
NODE_1_length_319143_cov_14.787312_96	K07722
NODE_16_length_147595_cov_15.526419_65	K07716
NODE_1_length_319143_cov_14.787312_37	K07714
NODE_1_length_319143_cov_14.787312_256	K07714
NODE_12_length_169171_cov_14.675599_17	K07714
NODE_54_length_25597_cov_13.942835_7	K07713
NODE_3_length_306466_cov_15.086084_245	K07712
NODE_3_length_306466_cov_15.086084_244	K07708
NODE_1_length_319143_cov_14.787312_255	K07697
NODE_9_length_184078_cov_14.554794_143	K07679
NODE_4_length_279979_cov_15.072070_212	K07678
NODE_13_length_162950_cov_15.688465_66	K07667
NODE_7_length_227087_cov_15.662125_93	K07659
NODE_6_length_241499_cov_14.686123_196	K07657
NODE_13_length_162950_cov_15.688465_73	K07649
NODE_19_length_138999_cov_14.097017_74	K07648
NODE_13_length_162950_cov_15.688465_67	K07646
NODE_28_length_94401_cov_15.028746_17	K07642
NODE_7_length_227087_cov_15.662125_94	K07638
NODE_20_length_134083_cov_15.432179_82	K07636
NODE_8_length_217158_cov_14.654045_168	K07577
NODE_6_length_241499_cov_14.686123_117	K07576
NODE_3_length_306466_cov_15.086084_188	K07568
NODE_42_length_64206_cov_14.657704_40	K07566
NODE_26_length_99679_cov_14.870952_36	K07556
NODE_3_length_306466_cov_15.086084_81	K07552
NODE_31_length_89275_cov_14.498901_30	K07552
NODE_18_length_142879_cov_15.039453_45	K07516
NODE_31_length_89275_cov_14.498901_32	K07507
NODE_14_length_154169_cov_15.539522_50	K07497
NODE_27_length_95996_cov_14.791851_72	K07497
NODE_51_length_33233_cov_13.639491_2	K07497
NODE_60_length_14944_cov_15.652359_7	K07497
NODE_62_length_13253_cov_18.426634_9	K07497
NODE_62_length_13253_cov_18.426634_11	K07497
NODE_69_length_7269_cov_14.702044_4	K07497
NODE_70_length_6103_cov_16.503347_7	K07497
NODE_72_length_4112_cov_16.718946_1	K07497
NODE_77_length_2445_cov_16.152718_3	K07497
NODE_23_length_117044_cov_16.890880_19	K07494
NODE_16_length_147595_cov_15.526419_135	K07493
NODE_67_length_8465_cov_15.249460_10	K07493
NODE_49_length_35256_cov_14.655925_1	K07487
NODE_85_length_1220_cov_137.312900_1	K07486
NODE_28_length_94401_cov_15.028746_1	K07484
NODE_64_length_10343_cov_13.346809_3	K07484
NODE_64_length_10343_cov_13.346809_4	K07484
NODE_23_length_117044_cov_16.890880_6	K07483
NODE_60_length_14944_cov_15.652359_4	K07483
NODE_7_length_227087_cov_15.662125_21	K07478
NODE_15_length_153375_cov_15.028157_145	K07462
NODE_8_length_217158_cov_14.654045_64	K07460
NODE_18_length_142879_cov_15.039453_52	K07447
NODE_20_length_134083_cov_15.432179_38	K07444
NODE_1_length_319143_cov_14.787312_155	K07402
NODE_14_length_154169_cov_15.539522_45	K07396
NODE_3_length_306466_cov_15.086084_51	K07395
NODE_8_length_217158_cov_14.654045_61	K07391
NODE_7_length_227087_cov_15.662125_239	K07390
NODE_40_length_67826_cov_15.440066_36	K07341
NODE_48_length_36510_cov_13.865212_4	K07336
NODE_57_length_18153_cov_12.972983_4	K07335
NODE_12_length_169171_cov_14.675599_171	K07318
NODE_37_length_72040_cov_14.537580_50	K07315
NODE_6_length_241499_cov_14.686123_57	K07305
NODE_6_length_241499_cov_14.686123_58	K07304
NODE_4_length_279979_cov_15.072070_168	K07303
NODE_20_length_134083_cov_15.432179_40	K07303
NODE_30_length_92583_cov_14.901034_72	K07302
NODE_61_length_13626_cov_13.673087_5	K07302
NODE_28_length_94401_cov_15.028746_56	K07300
NODE_7_length_227087_cov_15.662125_16	K07290
NODE_8_length_217158_cov_14.654045_81	K07278
NODE_17_length_147460_cov_14.527709_114	K07277
NODE_9_length_184078_cov_14.554794_131	K07276
NODE_29_length_93441_cov_15.090619_43	K07275
NODE_23_length_117044_cov_16.890880_45	K07272
NODE_5_length_270224_cov_14.756047_90	K07266
NODE_5_length_270224_cov_14.756047_92	K07265
NODE_4_length_279979_cov_15.072070_235	K07263
NODE_4_length_279979_cov_15.072070_236	K07263
NODE_32_length_86311_cov_14.776014_45	K07261
NODE_3_length_306466_cov_15.086084_265	K07258
NODE_25_length_107545_cov_15.299885_80	K07250
NODE_9_length_184078_cov_14.554794_134	K07246
NODE_26_length_99679_cov_14.870952_8	K07246
NODE_40_length_67826_cov_15.440066_33	K07243
NODE_6_length_241499_cov_14.686123_48	K07240
NODE_4_length_279979_cov_15.072070_182	K07232
NODE_10_length_177970_cov_16.619580_66	K07226
NODE_11_length_174094_cov_16.181546_60	K07225
NODE_5_length_270224_cov_14.756047_153	K07222
NODE_21_length_125267_cov_15.263681_104	K07217
NODE_11_length_174094_cov_16.181546_123	K07168
NODE_1_length_319143_cov_14.787312_153	K07161
NODE_30_length_92583_cov_14.901034_81	K07160
NODE_10_length_177970_cov_16.619580_22	K07157
NODE_32_length_86311_cov_14.776014_35	K07152
NODE_45_length_44171_cov_17.054037_25	K07152
NODE_1_length_319143_cov_14.787312_39	K07147
NODE_1_length_319143_cov_14.787312_156	K07141
NODE_6_length_241499_cov_14.686123_88	K07140
NODE_7_length_227087_cov_15.662125_151	K07137
NODE_20_length_134083_cov_15.432179_75	K07136
NODE_44_length_55864_cov_14.241348_46	K07130
NODE_24_length_108547_cov_21.898220_68	K07128
NODE_24_length_108547_cov_21.898220_72	K07128
NODE_31_length_89275_cov_14.498901_4	K07127
NODE_15_length_153375_cov_15.028157_15	K07124
NODE_56_length_20199_cov_12.012106_11	K07120
NODE_36_length_74020_cov_14.397778_47	K07115
NODE_8_length_217158_cov_14.654045_154	K07114
NODE_30_length_92583_cov_14.901034_13	K07112
NODE_4_length_279979_cov_15.072070_88	K07110
NODE_9_length_184078_cov_14.554794_164	K07107
NODE_17_length_147460_cov_14.527709_5	K07107
NODE_21_length_125267_cov_15.263681_74	K07107
NODE_44_length_55864_cov_14.241348_31	K07107
NODE_6_length_241499_cov_14.686123_155	K07104
NODE_2_length_310327_cov_15.040480_13	K07102
NODE_9_length_184078_cov_14.554794_67	K07093
NODE_9_length_184078_cov_14.554794_122	K07093
NODE_42_length_64206_cov_14.657704_26	K07091
NODE_8_length_217158_cov_14.654045_183	K07090
NODE_9_length_184078_cov_14.554794_146	K07090
NODE_9_length_184078_cov_14.554794_147	K07090
NODE_34_length_81483_cov_15.360059_17	K07090
NODE_39_length_69086_cov_14.674966_51	K07090
NODE_34_length_81483_cov_15.360059_74	K07086
NODE_36_length_74020_cov_14.397778_28	K07082
NODE_20_length_134083_cov_15.432179_6	K07080
NODE_12_length_169171_cov_14.675599_103	K07075
NODE_14_length_154169_cov_15.539522_114	K07058
NODE_20_length_134083_cov_15.432179_80	K07056
NODE_38_length_70687_cov_15.037500_50	K07054
NODE_17_length_147460_cov_14.527709_47	K07050
NODE_2_length_310327_cov_15.040480_143	K07048
NODE_4_length_279979_cov_15.072070_147	K07045
NODE_22_length_120613_cov_15.351228_89	K07042
NODE_14_length_154169_cov_15.539522_14	K07031
NODE_10_length_177970_cov_16.619580_50	K07029
NODE_15_length_153375_cov_15.028157_47	K07028
NODE_25_length_107545_cov_15.299885_70	K07025
NODE_34_length_81483_cov_15.360059_59	K07020
NODE_25_length_107545_cov_15.299885_63	K07018
NODE_21_length_125267_cov_15.263681_8	K07012
NODE_5_length_270224_cov_14.756047_81	K07010
NODE_22_length_120613_cov_15.351228_57	K07010
NODE_1_length_319143_cov_14.787312_148	K07006
NODE_6_length_241499_cov_14.686123_34	K07006
NODE_28_length_94401_cov_15.028746_69	K07001
NODE_39_length_69086_cov_14.674966_66	K06999
NODE_8_length_217158_cov_14.654045_187	K06998
NODE_38_length_70687_cov_15.037500_10	K06998
NODE_22_length_120613_cov_15.351228_1	K06997
NODE_4_length_279979_cov_15.072070_1	K06989
NODE_42_length_64206_cov_14.657704_6	K06980
NODE_2_length_310327_cov_15.040480_210	K06978
NODE_66_length_9139_cov_15.301931_5	K06978
NODE_34_length_81483_cov_15.360059_4	K06977
NODE_4_length_279979_cov_15.072070_2	K06973
NODE_3_length_306466_cov_15.086084_61	K06971
NODE_28_length_94401_cov_15.028746_65	K06969
NODE_193_length_455_cov_1.512195_1	K06969
NODE_10_length_177970_cov_16.619580_159	K06968
NODE_34_length_81483_cov_15.360059_55	K06958
NODE_10_length_177970_cov_16.619580_102	K06954
NODE_8_length_217158_cov_14.654045_171	K06953
NODE_12_length_169171_cov_14.675599_57	K06952
NODE_12_length_169171_cov_14.675599_165	K06949
NODE_30_length_92583_cov_14.901034_21	K06942
NODE_2_length_310327_cov_15.040480_39	K06941
NODE_11_length_174094_cov_16.181546_155	K06938
NODE_37_length_72040_cov_14.537580_40	K06929
NODE_2_length_310327_cov_15.040480_12	K06925
NODE_1_length_319143_cov_14.787312_279	K06923
NODE_3_length_306466_cov_15.086084_183	K06920
NODE_45_length_44171_cov_17.054037_11	K06919
NODE_17_length_147460_cov_14.527709_121	K06918
NODE_5_length_270224_cov_14.756047_230	K06916
NODE_15_length_153375_cov_15.028157_40	K06911
NODE_66_length_9139_cov_15.301931_3	K06902
NODE_11_length_174094_cov_16.181546_34	K06901
NODE_42_length_64206_cov_14.657704_38	K06901
NODE_33_length_85796_cov_14.378690_59	K06894
NODE_25_length_107545_cov_15.299885_4	K06891
NODE_5_length_270224_cov_14.756047_165	K06890
NODE_43_length_60437_cov_14.044056_25	K06889
NODE_2_length_310327_cov_15.040480_226	K06886
NODE_8_length_217158_cov_14.654045_44	K06878
NODE_9_length_184078_cov_14.554794_157	K06876
NODE_28_length_94401_cov_15.028746_93	K06861
NODE_56_length_20199_cov_12.012106_16	K06601
NODE_1_length_319143_cov_14.787312_164	K06595
NODE_248_length_435_cov_1.256494_1	K06447
NODE_7_length_227087_cov_15.662125_213	K06446
NODE_11_length_174094_cov_16.181546_129	K06446
NODE_363_length_398_cov_0.915129_1	K06445
NODE_15_length_153375_cov_15.028157_60	K06442
NODE_10_length_177970_cov_16.619580_17	K06400
NODE_45_length_44171_cov_17.054037_8	K06400
NODE_22_length_120613_cov_15.351228_20	K06287
NODE_39_length_69086_cov_14.674966_58	K06287
NODE_2_length_310327_cov_15.040480_42	K06223
NODE_282_length_421_cov_0.843537_1	K06223
NODE_20_length_134083_cov_15.432179_21	K06222
NODE_22_length_120613_cov_15.351228_88	K06217
NODE_24_length_108547_cov_21.898220_101	K06217
NODE_23_length_117044_cov_16.890880_3	K06214
NODE_22_length_120613_cov_15.351228_13	K06207
NODE_31_length_89275_cov_14.498901_73	K06204
NODE_7_length_227087_cov_15.662125_20	K06199
NODE_5_length_270224_cov_14.756047_19	K06195
NODE_22_length_120613_cov_15.351228_90	K06189
NODE_13_length_162950_cov_15.688465_151	K06187
NODE_6_length_241499_cov_14.686123_152	K06180
NODE_7_length_227087_cov_15.662125_17	K06179
NODE_5_length_270224_cov_14.756047_80	K06178
NODE_33_length_85796_cov_14.378690_57	K06177
NODE_28_length_94401_cov_15.028746_76	K06173
NODE_22_length_120613_cov_15.351228_87	K06168
NODE_3_length_306466_cov_15.086084_260	K06167
NODE_8_length_217158_cov_14.654045_22	K06166
NODE_8_length_217158_cov_14.654045_23	K06165
NODE_8_length_217158_cov_14.654045_24	K06164
NODE_8_length_217158_cov_14.654045_25	K06163
NODE_8_length_217158_cov_14.654045_28	K06162
NODE_42_length_64206_cov_14.657704_50	K06158
NODE_27_length_95996_cov_14.791851_64	K06153
NODE_6_length_241499_cov_14.686123_11	K06147
NODE_55_length_25122_cov_14.783437_16	K06147
NODE_1_length_319143_cov_14.787312_46	K06143
NODE_39_length_69086_cov_14.674966_68	K06134
NODE_11_length_174094_cov_16.181546_47	K06133
NODE_35_length_75451_cov_17.892929_30	K06132
NODE_1_length_319143_cov_14.787312_45	K06041
NODE_1_length_319143_cov_14.787312_287	K06024
NODE_34_length_81483_cov_15.360059_54	K06023
NODE_10_length_177970_cov_16.619580_174	K06020
NODE_8_length_217158_cov_14.654045_54	K06016
NODE_28_length_94401_cov_15.028746_60	K06016
NODE_10_length_177970_cov_16.619580_161	K05982
NODE_12_length_169171_cov_14.675599_90	K05973
NODE_2_length_310327_cov_15.040480_132	K05921
NODE_16_length_147595_cov_15.526419_131	K05916
NODE_2_length_310327_cov_15.040480_97	K05898
NODE_1_length_319143_cov_14.787312_288	K05896
NODE_1_length_319143_cov_14.787312_133	K05884
NODE_9_length_184078_cov_14.554794_68	K05884
NODE_9_length_184078_cov_14.554794_72	K05884
NODE_47_length_36994_cov_14.926221_26	K05847
NODE_47_length_36994_cov_14.926221_25	K05846
NODE_47_length_36994_cov_14.926221_27	K05846
NODE_47_length_36994_cov_14.926221_28	K05845
NODE_10_length_177970_cov_16.619580_21	K05838
NODE_9_length_184078_cov_14.554794_54	K05837
NODE_6_length_241499_cov_14.686123_81	K05836
NODE_27_length_95996_cov_14.791851_52	K05836
NODE_5_length_270224_cov_14.756047_20	K05834
NODE_5_length_270224_cov_14.756047_177	K05820
NODE_26_length_99679_cov_14.870952_68	K05816
NODE_11_length_174094_cov_16.181546_56	K05815
NODE_26_length_99679_cov_14.870952_69	K05815
NODE_11_length_174094_cov_16.181546_55	K05814
NODE_26_length_99679_cov_14.870952_70	K05814
NODE_11_length_174094_cov_16.181546_54	K05813
NODE_26_length_99679_cov_14.870952_71	K05813
NODE_7_length_227087_cov_15.662125_103	K05810
NODE_28_length_94401_cov_15.028746_91	K05808
NODE_41_length_66375_cov_14.877928_36	K05807
NODE_8_length_217158_cov_14.654045_66	K05805
NODE_9_length_184078_cov_14.554794_6	K05801
NODE_34_length_81483_cov_15.360059_69	K05800
NODE_3_length_306466_cov_15.086084_147	K05799
NODE_13_length_162950_cov_15.688465_44	K05798
NODE_2_length_310327_cov_15.040480_27	K05788
NODE_9_length_184078_cov_14.554794_141	K05782
NODE_8_length_217158_cov_14.654045_26	K05781
NODE_8_length_217158_cov_14.654045_27	K05780
NODE_8_length_217158_cov_14.654045_30	K05774
NODE_12_length_169171_cov_14.675599_128	K05770
NODE_16_length_147595_cov_15.526419_88	K05713
NODE_2_length_310327_cov_15.040480_133	K05712
NODE_12_length_169171_cov_14.675599_138	K05710
NODE_2_length_310327_cov_15.040480_185	K05606
NODE_14_length_154169_cov_15.539522_108	K05605
NODE_6_length_241499_cov_14.686123_80	K05603
NODE_9_length_184078_cov_14.554794_89	K05592
NODE_3_length_306466_cov_15.086084_243	K05540
NODE_5_length_270224_cov_14.756047_173	K05524
NODE_1_length_319143_cov_14.787312_203	K05520
NODE_9_length_184078_cov_14.554794_53	K05515
NODE_59_length_17185_cov_12.955856_4	K05371
NODE_33_length_85796_cov_14.378690_58	K05367
NODE_5_length_270224_cov_14.756047_101	K05366
NODE_13_length_162950_cov_15.688465_47	K05366
NODE_26_length_99679_cov_14.870952_90	K05343
NODE_11_length_174094_cov_16.181546_95	K05306
NODE_1_length_319143_cov_14.787312_10	K05304
NODE_4_length_279979_cov_15.072070_211	K04775
NODE_2_length_310327_cov_15.040480_28	K04773
NODE_9_length_184078_cov_14.554794_27	K04771
NODE_33_length_85796_cov_14.378690_24	K04771
NODE_1_length_319143_cov_14.787312_138	K04768
NODE_3_length_306466_cov_15.086084_258	K04765
NODE_1_length_319143_cov_14.787312_228	K04764
NODE_12_length_169171_cov_14.675599_46	K04763
NODE_5_length_270224_cov_14.756047_174	K04762
NODE_2_length_310327_cov_15.040480_23	K04761
NODE_9_length_184078_cov_14.554794_79	K04761
NODE_3_length_306466_cov_15.086084_254	K04760
NODE_18_length_142879_cov_15.039453_81	K04756
NODE_25_length_107545_cov_15.299885_67	K04755
NODE_10_length_177970_cov_16.619580_177	K04754
NODE_10_length_177970_cov_16.619580_32	K04752
NODE_4_length_279979_cov_15.072070_5	K04751
NODE_28_length_94401_cov_15.028746_28	K04750
NODE_29_length_93441_cov_15.090619_2	K04750
NODE_42_length_64206_cov_14.657704_24	K04744
NODE_21_length_125267_cov_15.263681_14	K04708
NODE_8_length_217158_cov_14.654045_192	K04567
NODE_16_length_147595_cov_15.526419_81	K04566
NODE_1_length_319143_cov_14.787312_276	K04564
NODE_14_length_154169_cov_15.539522_112	K04564
NODE_29_length_93441_cov_15.090619_30	K04562
NODE_54_length_25597_cov_13.942835_10	K04562
NODE_14_length_154169_cov_15.539522_2	K04518
NODE_5_length_270224_cov_14.756047_97	K04496
NODE_15_length_153375_cov_15.028157_93	K04488
NODE_25_length_107545_cov_15.299885_66	K04487
NODE_36_length_74020_cov_14.397778_10	K04485
NODE_18_length_142879_cov_15.039453_63	K04096
NODE_45_length_44171_cov_17.054037_6	K04095
NODE_37_length_72040_cov_14.537580_24	K04092
NODE_28_length_94401_cov_15.028746_14	K04090
NODE_9_length_184078_cov_14.554794_25	K04088
NODE_9_length_184078_cov_14.554794_26	K04087
NODE_15_length_153375_cov_15.028157_65	K04085
NODE_4_length_279979_cov_15.072070_231	K04083
NODE_6_length_241499_cov_14.686123_22	K04080
NODE_36_length_74020_cov_14.397778_44	K04079
NODE_16_length_147595_cov_15.526419_70	K04078
NODE_16_length_147595_cov_15.526419_71	K04077
NODE_38_length_70687_cov_15.037500_2	K04075
NODE_12_length_169171_cov_14.675599_160	K04066
NODE_2_length_310327_cov_15.040480_73	K04063
NODE_3_length_306466_cov_15.086084_144	K04063
NODE_11_length_174094_cov_16.181546_31	K04047
NODE_2_length_310327_cov_15.040480_136	K04046
NODE_34_length_81483_cov_15.360059_2	K04043
NODE_39_length_69086_cov_14.674966_16	K04042
NODE_13_length_162950_cov_15.688465_103	K04040
NODE_13_length_162950_cov_15.688465_108	K04039
NODE_13_length_162950_cov_15.688465_107	K04038
NODE_13_length_162950_cov_15.688465_110	K04037
NODE_13_length_162950_cov_15.688465_117	K04035
NODE_13_length_162950_cov_15.688465_124	K04034
NODE_34_length_81483_cov_15.360059_8	K03980
NODE_2_length_310327_cov_15.040480_67	K03979
NODE_28_length_94401_cov_15.028746_87	K03978
NODE_61_length_13626_cov_13.673087_11	K03977
NODE_3_length_306466_cov_15.086084_113	K03976
NODE_1_length_319143_cov_14.787312_139	K03929
NODE_9_length_184078_cov_14.554794_3	K03925
NODE_2_length_310327_cov_15.040480_288	K03924
NODE_13_length_162950_cov_15.688465_127	K03885
NODE_2_length_310327_cov_15.040480_256	K03863
NODE_28_length_94401_cov_15.028746_11	K03862
NODE_39_length_69086_cov_14.674966_72	K03832
NODE_25_length_107545_cov_15.299885_17	K03829
NODE_14_length_154169_cov_15.539522_135	K03821
NODE_63_length_12220_cov_15.023154_2	K03821
