NODE_69_length_16902_cov_2.242504_11	K27883
NODE_390_length_5978_cov_2.678004_4	K11175
NODE_134_length_12242_cov_2.703673_5	K11103
NODE_192_length_10066_cov_2.393802_5	K11103
NODE_165_length_10813_cov_2.309190_2	K11085
NODE_544_length_4355_cov_3.220199_5	K11072
NODE_544_length_4355_cov_3.220199_4	K11071
NODE_544_length_4355_cov_3.220199_3	K11070
NODE_17_length_26507_cov_2.598218_4	K11068
NODE_50_length_18767_cov_2.870118_1	K10954
NODE_161_length_10966_cov_2.938924_9	K10914
NODE_890_length_1605_cov_1.937077_2	K10914
NODE_70_length_16666_cov_2.661890_11	K10844
NODE_584_length_3971_cov_1.817898_2	K10834
NODE_89_length_15101_cov_2.468011_13	K10831
NODE_223_length_9197_cov_2.539030_8	K10823
NODE_352_length_6560_cov_2.713664_7	K10815
NODE_822_length_2074_cov_2.333333_3	K10806
NODE_441_length_5366_cov_2.632945_4	K10804
NODE_415_length_5631_cov_2.548510_4	K10773
NODE_495_length_4912_cov_2.735005_3	K10763
NODE_175_length_10557_cov_2.110451_4	K10716
NODE_868_length_1786_cov_2.842676_1	K10716
NODE_134_length_12242_cov_2.703673_7	K10682
NODE_61_length_17615_cov_2.849668_10	K10680
NODE_485_length_4990_cov_1.943039_2	K10680
NODE_738_length_2594_cov_1.490069_1	K10680
NODE_318_length_7149_cov_2.413415_7	K10679
NODE_183_length_10272_cov_2.857960_10	K10563
NODE_109_length_13460_cov_3.247206_8	K10534
NODE_66_length_17275_cov_2.982739_2	K10531
NODE_106_length_13812_cov_2.916916_3	K10441
NODE_106_length_13812_cov_2.916916_1	K10440
NODE_166_length_10779_cov_2.568532_2	K10439
NODE_240_length_8807_cov_2.377304_2	K10255
NODE_6_length_35275_cov_2.706811_25	K10112
NODE_67_length_17105_cov_2.677701_9	K10112
NODE_174_length_10558_cov_2.569456_4	K10112
NODE_291_length_7636_cov_2.724464_6	K10112
NODE_474_length_5053_cov_2.912708_6	K10038
NODE_34_length_21014_cov_2.651601_6	K10037
NODE_159_length_10994_cov_2.452655_1	K10026
NODE_906_length_1524_cov_2.718683_2	K10012
NODE_196_length_9913_cov_3.060903_7	K10011
NODE_6_length_35275_cov_2.706811_9	K10010
NODE_34_length_21014_cov_2.651601_2	K10010
NODE_102_length_13919_cov_3.033860_5	K10010
NODE_17_length_26507_cov_2.598218_15	K10009
NODE_34_length_21014_cov_2.651601_5	K10009
NODE_474_length_5053_cov_2.912708_5	K10009
NODE_499_length_4887_cov_2.998109_2	K10009
NODE_475_length_5049_cov_2.545307_3	K10004
NODE_475_length_5049_cov_2.545307_5	K10003
NODE_475_length_5049_cov_2.545307_4	K10002
NODE_395_length_5933_cov_2.654495_6	K10001
NODE_621_length_3661_cov_2.127051_2	K09989
NODE_797_length_2222_cov_2.205728_1	K09983
NODE_1016_length_903_cov_1.389175_1	K09975
NODE_90_length_14910_cov_2.681932_9	K09973
NODE_17_length_26507_cov_2.598218_13	K09972
NODE_163_length_10938_cov_2.450745_8	K09966
NODE_887_length_1635_cov_2.101459_2	K09962
NODE_767_length_2354_cov_2.374495_3	K09959
NODE_46_length_19066_cov_3.107925_14	K09958
NODE_264_length_8250_cov_2.484304_8	K09954
NODE_301_length_7490_cov_3.056906_10	K09951
NODE_899_length_1537_cov_3.123404_2	K09941
NODE_94_length_14562_cov_4.497541_4	K09936
NODE_712_length_2812_cov_2.040596_3	K09933
NODE_37_length_20438_cov_2.530205_18	K09930
NODE_309_length_7263_cov_3.060258_2	K09930
NODE_131_length_12327_cov_3.127295_1	K09922
NODE_202_length_9781_cov_2.574477_5	K09921
NODE_433_length_5459_cov_2.062078_4	K09919
NODE_390_length_5978_cov_2.678004_5	K09915
NODE_132_length_12326_cov_3.080580_11	K09913
NODE_361_length_6411_cov_2.633195_4	K09903
NODE_625_length_3638_cov_1.918542_2	K09889
NODE_74_length_16392_cov_2.274270_2	K09861
NODE_199_length_9852_cov_2.491105_5	K09858
NODE_47_length_19050_cov_3.084236_14	K09838
NODE_57_length_18362_cov_2.585358_7	K09823
NODE_338_length_6818_cov_2.795995_5	K09810
NODE_338_length_6818_cov_2.795995_6	K09808
NODE_179_length_10367_cov_3.006152_8	K09801
NODE_405_length_5777_cov_2.333805_2	K09800
NODE_180_length_10349_cov_2.436901_13	K09796
NODE_212_length_9419_cov_3.279811_4	K09791
NODE_255_length_8450_cov_3.195242_5	K09788
NODE_718_length_2743_cov_3.417049_2	K09786
NODE_2_length_43666_cov_2.920944_20	K09780
NODE_679_length_3053_cov_2.048189_3	K09773
NODE_132_length_12326_cov_3.080580_3	K09767
NODE_513_length_4693_cov_2.190758_5	K09761
NODE_283_length_7784_cov_3.057464_4	K09760
NODE_142_length_11620_cov_2.745323_6	K09748
NODE_143_length_11617_cov_2.207485_12	K09747
NODE_193_length_10058_cov_2.671332_8	K09740
NODE_165_length_10813_cov_2.309190_7	K09710
NODE_302_length_7484_cov_2.126274_4	K09701
NODE_191_length_10084_cov_2.667370_5	K09695
NODE_191_length_10084_cov_2.667370_4	K09694
NODE_416_length_5611_cov_2.807257_4	K09691
NODE_416_length_5611_cov_2.807257_3	K09690
NODE_168_length_10745_cov_2.500188_4	K09667
NODE_416_length_5611_cov_2.807257_2	K09578
NODE_207_length_9549_cov_3.162598_4	K09516
NODE_212_length_9419_cov_3.279811_1	K09482
NODE_262_length_8353_cov_2.588378_1	K09474
NODE_589_length_3892_cov_3.016999_3	K09471
NODE_267_length_8174_cov_3.516963_5	K09461
NODE_271_length_8074_cov_2.555052_7	K09458
NODE_407_length_5725_cov_2.267417_1	K09456
NODE_819_length_2086_cov_2.585503_1	K09456
NODE_659_length_3211_cov_2.213035_1	K09386
NODE_407_length_5725_cov_2.267417_4	K09188
NODE_26_length_23161_cov_2.771425_16	K09181
NODE_371_length_6236_cov_2.245867_3	K09131
NODE_971_length_1159_cov_1.907946_3	K09117
NODE_24_length_23637_cov_2.816121_14	K09022
NODE_30_length_21974_cov_2.639539_4	K09022
NODE_56_length_18381_cov_2.778898_13	K09022
NODE_306_length_7364_cov_2.463452_1	K09019
NODE_92_length_14827_cov_3.504898_2	K09017
NODE_204_length_9656_cov_2.629867_4	K09017
NODE_120_length_12772_cov_2.406959_10	K09016
NODE_57_length_18362_cov_2.585358_12	K09007
NODE_387_length_5998_cov_2.704820_1	K09005
NODE_311_length_7249_cov_2.286858_5	K09001
NODE_177_length_10507_cov_2.765896_8	K08998
NODE_404_length_5812_cov_2.976605_3	K08997
NODE_203_length_9709_cov_2.614068_6	K08994
NODE_72_length_16453_cov_2.890359_11	K08983
NODE_440_length_5370_cov_2.285524_5	K08973
NODE_778_length_2302_cov_2.147586_3	K08972
NODE_246_length_8590_cov_2.893300_7	K08967
NODE_39_length_20032_cov_2.675057_11	K08966
NODE_432_length_5460_cov_2.567598_2	K08884
NODE_56_length_18381_cov_2.778898_6	K08811
NODE_741_length_2569_cov_2.169943_2	K08764
NODE_26_length_23161_cov_2.771425_2	K08762
NODE_9_length_32827_cov_2.680214_26	K08738
NODE_216_length_9364_cov_2.904514_7	K08738
NODE_397_length_5869_cov_2.620690_5	K08717
NODE_214_length_9386_cov_2.485690_4	K08660
NODE_552_length_4266_cov_2.803817_2	K08591
NODE_360_length_6419_cov_3.916720_2	K08485
NODE_360_length_6419_cov_3.916720_3	K08483
NODE_6_length_35275_cov_2.706811_37	K08351
NODE_583_length_3975_cov_2.335759_3	K08324
NODE_37_length_20438_cov_2.530205_9	K08319
NODE_487_length_4975_cov_2.668936_5	K08316
NODE_28_length_23039_cov_3.085457_23	K08311
NODE_64_length_17442_cov_2.606584_13	K08310
NODE_652_length_3273_cov_2.614749_2	K08309
NODE_143_length_11617_cov_2.207485_8	K08307
NODE_530_length_4529_cov_1.921627_3	K08305
NODE_901_length_1536_cov_1.761533_1	K08305
NODE_119_length_12812_cov_2.844856_12	K08304
NODE_172_length_10596_cov_2.660904_5	K08303
NODE_165_length_10813_cov_2.309190_4	K08301
NODE_74_length_16392_cov_2.274270_1	K08300
NODE_961_length_1222_cov_4.039269_1	K08300
NODE_354_length_6517_cov_2.597966_2	K08295
NODE_191_length_10084_cov_2.667370_7	K08289
NODE_324_length_7052_cov_3.298773_3	K08281
NODE_662_length_3184_cov_2.162905_3	K08279
NODE_291_length_7636_cov_2.724464_5	K08234
NODE_163_length_10938_cov_2.450745_3	K08227
NODE_464_length_5116_cov_2.481660_2	K08223
NODE_238_length_8857_cov_2.492211_4	K08218
NODE_171_length_10628_cov_2.714503_4	K08195
NODE_51_length_18705_cov_2.754818_17	K08173
NODE_358_length_6468_cov_3.502129_6	K08172
NODE_196_length_9913_cov_3.060903_5	K08169
NODE_663_length_3183_cov_2.825262_1	K08169
NODE_128_length_12412_cov_2.418478_3	K08167
NODE_372_length_6216_cov_2.235999_6	K08086
NODE_171_length_10628_cov_2.714503_2	K08083
NODE_555_length_4241_cov_2.247448_4	K08082
NODE_34_length_21014_cov_2.651601_18	K08081
NODE_54_length_18582_cov_2.807532_5	K07823
NODE_665_length_3169_cov_2.222880_2	K07814
NODE_33_length_21344_cov_2.606636_1	K07806
NODE_505_length_4828_cov_2.898958_1	K07799
NODE_118_length_12873_cov_2.170093_4	K07798
NODE_259_length_8391_cov_2.584826_7	K07795
NODE_318_length_7149_cov_2.413415_3	K07795
NODE_682_length_3037_cov_1.577663_4	K07795
NODE_563_length_4161_cov_3.151463_1	K07793
NODE_408_length_5722_cov_2.181055_1	K07789
NODE_505_length_4828_cov_2.898958_2	K07788
NODE_263_length_8320_cov_2.565117_4	K07774
NODE_575_length_4041_cov_2.678079_3	K07774
NODE_9_length_32827_cov_2.680214_4	K07738
NODE_144_length_11499_cov_2.379177_14	K07735
NODE_651_length_3276_cov_2.761512_2	K07734
NODE_724_length_2701_cov_2.685703_2	K07734
NODE_76_length_15977_cov_2.519685_2	K07722
NODE_510_length_4767_cov_2.500647_2	K07712
NODE_510_length_4767_cov_2.500647_3	K07708
NODE_69_length_16902_cov_2.242504_10	K07704
NODE_122_length_12660_cov_2.575999_7	K07696
NODE_15_length_29191_cov_2.704205_10	K07689
NODE_463_length_5119_cov_2.625401_8	K07689
NODE_46_length_19066_cov_3.107925_12	K07686
NODE_487_length_4975_cov_2.668936_1	K07680
NODE_15_length_29191_cov_2.704205_9	K07674
NODE_463_length_5119_cov_2.625401_9	K07673
NODE_157_length_11130_cov_2.533400_5	K07667
NODE_555_length_4241_cov_2.247448_2	K07666
NODE_116_length_13045_cov_2.950302_11	K07665
NODE_225_length_9178_cov_2.574522_4	K07664
NODE_399_length_5839_cov_3.146008_3	K07660
NODE_101_length_14049_cov_2.313245_1	K07659
NODE_238_length_8857_cov_2.492211_5	K07658
NODE_388_length_5991_cov_3.018076_2	K07657
NODE_39_length_20032_cov_2.675057_5	K07653
NODE_23_length_23710_cov_3.460374_23	K07652
NODE_161_length_10966_cov_2.938924_4	K07652
NODE_355_length_6513_cov_2.577983_4	K07652
NODE_263_length_8320_cov_2.565117_3	K07649
NODE_292_length_7599_cov_2.610680_5	K07649
NODE_157_length_11130_cov_2.533400_6	K07646
NODE_75_length_16242_cov_2.936395_10	K07645
NODE_555_length_4241_cov_2.247448_1	K07645
NODE_575_length_4041_cov_2.678079_2	K07645
NODE_116_length_13045_cov_2.950302_12	K07644
NODE_225_length_9178_cov_2.574522_5	K07642
NODE_238_length_8857_cov_2.492211_6	K07639
NODE_101_length_14049_cov_2.313245_2	K07638
NODE_388_length_5991_cov_3.018076_1	K07636
NODE_725_length_2697_cov_2.629961_2	K07588
NODE_570_length_4102_cov_3.108679_5	K07574
NODE_149_length_11248_cov_2.380182_1	K07568
NODE_79_length_15933_cov_2.338226_9	K07566
NODE_287_length_7677_cov_2.246887_7	K07560
NODE_147_length_11356_cov_3.375367_6	K07552
NODE_484_length_4993_cov_2.639540_2	K07552
NODE_616_length_3714_cov_2.372177_4	K07552
NODE_126_length_12504_cov_2.436455_8	K07516
NODE_305_length_7365_cov_2.946809_3	K07516
NODE_2_length_43666_cov_2.920944_23	K07512
NODE_45_length_19068_cov_2.695687_13	K07508
NODE_26_length_23161_cov_2.771425_14	K07507
NODE_369_length_6283_cov_3.368746_4	K07507
NODE_16_length_28390_cov_3.223508_20	K07506
NODE_34_length_21014_cov_2.651601_20	K07506
NODE_217_length_9315_cov_2.450479_7	K07506
NODE_307_length_7310_cov_2.892385_3	K07506
NODE_160_length_10993_cov_3.575465_4	K07497
NODE_474_length_5053_cov_2.912708_1	K07497
NODE_728_length_2677_cov_2.322745_6	K07497
NODE_881_length_1683_cov_23.219794_1	K07497
NODE_978_length_1102_cov_1.608205_2	K07491
NODE_8_length_33215_cov_3.174655_4	K07487
NODE_639_length_3392_cov_3.249617_3	K07486
NODE_490_length_4967_cov_3.373554_3	K07484
NODE_498_length_4887_cov_4.031092_4	K07484
NODE_498_length_4887_cov_4.031092_5	K07484
NODE_19_length_25864_cov_3.096592_14	K07483
NODE_84_length_15524_cov_2.391830_5	K07481
NODE_131_length_12327_cov_3.127295_7	K07478
NODE_338_length_6818_cov_2.795995_8	K07462
NODE_1039_length_748_cov_1.420290_1	K07460
NODE_24_length_23637_cov_2.816121_18	K07448
NODE_144_length_11499_cov_2.379177_13	K07447
NODE_123_length_12603_cov_3.063241_10	K07404
NODE_659_length_3211_cov_2.213035_2	K07402
NODE_733_length_2658_cov_2.341762_3	K07402
NODE_315_length_7209_cov_2.718018_5	K07399
NODE_96_length_14445_cov_2.981701_10	K07397
NODE_379_length_6133_cov_2.935564_2	K07397
NODE_229_length_9157_cov_2.490587_5	K07396
NODE_363_length_6396_cov_3.279470_4	K07395
NODE_285_length_7754_cov_2.904943_4	K07391
NODE_375_length_6185_cov_2.659128_5	K07390
NODE_262_length_8353_cov_2.588378_3	K07387
NODE_110_length_13445_cov_3.248536_8	K07347
NODE_110_length_13445_cov_3.248536_6	K07345
NODE_345_length_6621_cov_2.397136_3	K07336
NODE_29_length_22725_cov_2.768077_11	K07335
NODE_167_length_10749_cov_2.455281_1	K07335
NODE_295_length_7570_cov_2.022034_4	K07335
NODE_592_length_3849_cov_3.294197_3	K07335
NODE_88_length_15353_cov_2.977538_21	K07323
NODE_521_length_4632_cov_2.719423_1	K07320
NODE_404_length_5812_cov_2.976605_4	K07305
NODE_12_length_30837_cov_2.816607_18	K07304
NODE_101_length_14049_cov_2.313245_13	K07303
NODE_220_length_9260_cov_2.712252_7	K07303
NODE_515_length_4677_cov_2.438901_2	K07303
NODE_220_length_9260_cov_2.712252_6	K07302
NODE_515_length_4677_cov_2.438901_3	K07302
NODE_594_length_3830_cov_2.654874_2	K07302
NODE_586_length_3954_cov_2.247714_2	K07287
NODE_90_length_14910_cov_2.681932_3	K07282
NODE_405_length_5777_cov_2.333805_3	K07278
NODE_621_length_3661_cov_2.127051_1	K07278
NODE_169_length_10681_cov_3.163729_4	K07277
NODE_79_length_15933_cov_2.338226_11	K07275
NODE_737_length_2641_cov_1.772474_3	K07275
NODE_554_length_4246_cov_2.806749_4	K07274
NODE_77_length_15968_cov_2.327189_12	K07264
NODE_424_length_5517_cov_2.144527_5	K07263
NODE_487_length_4975_cov_2.668936_6	K07263
NODE_23_length_23710_cov_3.460374_15	K07262
NODE_79_length_15933_cov_2.338226_14	K07259
NODE_139_length_12075_cov_2.916220_7	K07258
NODE_357_length_6473_cov_2.871730_5	K07258
NODE_502_length_4849_cov_2.953410_2	K07250
NODE_25_length_23259_cov_3.075350_15	K07248
NODE_18_length_26144_cov_2.567667_13	K07246
NODE_55_length_18500_cov_2.581995_11	K07246
NODE_362_length_6401_cov_2.802040_7	K07240
NODE_227_length_9161_cov_2.428714_4	K07232
NODE_161_length_10966_cov_2.938924_11	K07229
NODE_257_length_8407_cov_2.945531_5	K07226
NODE_257_length_8407_cov_2.945531_6	K07225
NODE_478_length_5043_cov_2.296989_2	K07222
NODE_574_length_4051_cov_3.079001_5	K07222
NODE_516_length_4676_cov_2.941306_6	K07220
NODE_43_length_19406_cov_2.822034_4	K07213
NODE_103_length_13909_cov_3.747061_5	K07183
NODE_450_length_5264_cov_2.181429_6	K07183
NODE_140_length_11733_cov_2.397984_6	K07182
NODE_718_length_2743_cov_3.417049_3	K07180
NODE_839_length_1984_cov_2.341949_2	K07175
NODE_122_length_12660_cov_2.575999_3	K07168
NODE_146_length_11421_cov_2.753320_8	K07165
NODE_224_length_9183_cov_2.451745_2	K07165
NODE_319_length_7113_cov_3.015603_7	K07165
NODE_841_length_1962_cov_3.554223_2	K07165
NODE_596_length_3819_cov_1.966685_1	K07161
NODE_106_length_13812_cov_2.916916_9	K07160
NODE_440_length_5370_cov_2.285524_2	K07157
NODE_27_length_23153_cov_2.710458_5	K07154
NODE_54_length_18582_cov_2.807532_24	K07152
NODE_275_length_7982_cov_2.667218_7	K07147
NODE_21_length_24594_cov_2.900805_9	K07146
NODE_457_length_5184_cov_2.337750_4	K07137
NODE_516_length_4676_cov_2.941306_2	K07130
NODE_733_length_2658_cov_2.341762_5	K07127
NODE_1082_length_549_cov_2.125592_1	K07124
NODE_574_length_4051_cov_3.079001_2	K07123
NODE_313_length_7233_cov_2.368421_4	K07120
NODE_66_length_17275_cov_2.982739_7	K07116
NODE_56_length_18381_cov_2.778898_7	K07115
NODE_491_length_4958_cov_1.908715_5	K07114
NODE_406_length_5759_cov_2.855469_2	K07112
NODE_146_length_11421_cov_2.753320_10	K07110
NODE_283_length_7784_cov_3.057464_7	K07107
NODE_444_length_5334_cov_2.908008_3	K07107
NODE_525_length_4561_cov_2.707262_2	K07107
NODE_638_length_3433_cov_2.415306_4	K07107
NODE_513_length_4693_cov_2.190758_6	K07102
NODE_36_length_20560_cov_2.999657_2	K07101
NODE_349_length_6585_cov_2.373026_5	K07091
NODE_10_length_32230_cov_2.381429_7	K07090
NODE_252_length_8493_cov_2.898757_7	K07090
NODE_517_length_4662_cov_2.369791_4	K07090
NODE_751_length_2473_cov_2.617647_2	K07086
NODE_444_length_5334_cov_2.908008_5	K07082
NODE_41_length_19562_cov_2.510522_8	K07080
NODE_2_length_43666_cov_2.920944_29	K07074
NODE_171_length_10628_cov_2.714503_12	K07063
NODE_301_length_7490_cov_3.056906_3	K07062
NODE_9_length_32827_cov_2.680214_12	K07058
NODE_573_length_4074_cov_2.151761_5	K07056
NODE_760_length_2408_cov_1.936431_1	K07056
NODE_49_length_18849_cov_2.756970_15	K07054
NODE_454_length_5202_cov_3.698719_1	K07053
NODE_817_length_2130_cov_2.486770_2	K07050
NODE_268_length_8163_cov_2.737929_2	K07045
NODE_320_length_7112_cov_2.425626_6	K07045
NODE_797_length_2222_cov_2.205728_5	K07044
NODE_116_length_13045_cov_2.950302_5	K07043
NODE_671_length_3125_cov_2.158105_2	K07040
NODE_70_length_16666_cov_2.661890_6	K07028
NODE_18_length_26144_cov_2.567667_17	K07025
NODE_353_length_6534_cov_3.209302_6	K07019
NODE_357_length_6473_cov_2.871730_6	K07018
NODE_71_length_16631_cov_3.685228_1	K07012
NODE_173_length_10586_cov_2.511617_4	K07010
NODE_199_length_9852_cov_2.491105_8	K07006
NODE_622_length_3654_cov_2.556564_1	K07004
NODE_391_length_5960_cov_2.743528_4	K07003
NODE_693_length_2948_cov_4.420418_1	K07003
NODE_434_length_5430_cov_2.373185_6	K07002
NODE_63_length_17483_cov_2.868749_21	K07001
NODE_126_length_12504_cov_2.436455_5	K07001
NODE_180_length_10349_cov_2.436901_4	K07001
NODE_641_length_3372_cov_2.453929_2	K07001
NODE_747_length_2499_cov_2.750000_3	K07001
NODE_469_length_5082_cov_2.360242_3	K07000
NODE_712_length_2812_cov_2.040596_4	K06999
NODE_15_length_29191_cov_2.704205_18	K06997
NODE_163_length_10938_cov_2.450745_11	K06996
NODE_18_length_26144_cov_2.567667_18	K06995
NODE_49_length_18849_cov_2.756970_17	K06995
NODE_180_length_10349_cov_2.436901_3	K06991
NODE_156_length_11150_cov_2.863558_9	K06989
NODE_2_length_43666_cov_2.920944_34	K06988
NODE_132_length_12326_cov_3.080580_2	K06985
NODE_444_length_5334_cov_2.908008_4	K06980
NODE_16_length_28390_cov_3.223508_10	K06978
NODE_435_length_5411_cov_2.368092_1	K06978
NODE_781_length_2296_cov_1.779622_1	K06978
NODE_202_length_9781_cov_2.574477_8	K06969
NODE_439_length_5383_cov_2.655822_3	K06969
NODE_493_length_4926_cov_2.948739_3	K06959
NODE_183_length_10272_cov_2.857960_7	K06958
NODE_1_length_61034_cov_3.829790_6	K06954
NODE_302_length_7484_cov_2.126274_3	K06954
NODE_644_length_3365_cov_2.682829_2	K06949
NODE_24_length_23637_cov_2.816121_13	K06942
NODE_36_length_20560_cov_2.999657_17	K06941
NODE_46_length_19066_cov_3.107925_7	K06941
NODE_312_length_7237_cov_2.566245_6	K06940
NODE_738_length_2594_cov_1.490069_3	K06940
NODE_523_length_4615_cov_2.456105_2	K06925
NODE_28_length_23039_cov_3.085457_10	K06923
NODE_587_length_3940_cov_2.562287_4	K06920
NODE_1043_length_714_cov_1.611584_1	K06917
NODE_245_length_8621_cov_2.617966_7	K06916
NODE_925_length_1408_cov_2.330991_1	K06915
NODE_13_length_29884_cov_2.939107_20	K06911
NODE_21_length_24594_cov_2.900805_6	K06911
NODE_96_length_14445_cov_2.981701_11	K06911
NODE_86_length_15425_cov_3.023532_6	K06908
NODE_86_length_15425_cov_3.023532_5	K06907
NODE_86_length_15425_cov_3.023532_10	K06906
NODE_86_length_15425_cov_3.023532_11	K06905
NODE_672_length_3113_cov_2.998660_6	K06903
NODE_21_length_24594_cov_2.900805_17	K06891
NODE_1_length_61034_cov_3.829790_68	K06889
NODE_220_length_9260_cov_2.712252_5	K06889
NODE_540_length_4426_cov_2.696441_2	K06889
NODE_145_length_11491_cov_3.463129_9	K06886
NODE_468_length_5096_cov_1.796740_6	K06886
NODE_556_length_4225_cov_2.463153_9	K06886
NODE_74_length_16392_cov_2.274270_5	K06879
NODE_302_length_7484_cov_2.126274_1	K06876
NODE_72_length_16453_cov_2.890359_2	K06861
NODE_323_length_7075_cov_2.127663_3	K06606
NODE_425_length_5512_cov_2.097307_2	K06596
NODE_228_length_9157_cov_2.653378_9	K06518
NODE_170_length_10645_cov_2.635577_4	K06446
NODE_56_length_18381_cov_2.778898_10	K06442
NODE_69_length_16902_cov_2.242504_12	K06415
NODE_1087_length_529_cov_1.937811_1	K06373
NODE_165_length_10813_cov_2.309190_5	K06287
NODE_1_length_61034_cov_3.829790_13	K06223
NODE_22_length_24513_cov_3.381120_7	K06223
NODE_727_length_2682_cov_2.047750_3	K06217
NODE_417_length_5607_cov_3.323175_7	K06207
NODE_987_length_1085_cov_3.219207_1	K06204
NODE_275_length_7982_cov_2.667218_3	K06202
NODE_122_length_12660_cov_2.575999_12	K06200
NODE_348_length_6599_cov_2.546508_1	K06200
NODE_81_length_15659_cov_2.729526_2	K06195
NODE_270_length_8088_cov_2.346816_3	K06194
NODE_70_length_16666_cov_2.661890_3	K06193
NODE_404_length_5812_cov_2.976605_5	K06190
NODE_539_length_4436_cov_2.661871_4	K06189
NODE_143_length_11617_cov_2.207485_11	K06187
NODE_11_length_31471_cov_2.743236_11	K06186
NODE_263_length_8320_cov_2.565117_5	K06183
NODE_202_length_9781_cov_2.574477_1	K06182
NODE_307_length_7310_cov_2.892385_6	K06182
NODE_245_length_8621_cov_2.617966_2	K06180
NODE_573_length_4074_cov_2.151761_1	K06179
NODE_36_length_20560_cov_2.999657_19	K06178
NODE_12_length_30837_cov_2.816607_12	K06177
NODE_45_length_19068_cov_2.695687_9	K06177
NODE_192_length_10066_cov_2.393802_3	K06175
NODE_362_length_6401_cov_2.802040_2	K06173
NODE_60_length_18017_cov_2.575908_16	K06168
NODE_845_length_1945_cov_2.694719_1	K06168
NODE_66_length_17275_cov_2.982739_6	K06160
NODE_437_length_5404_cov_2.385067_4	K06158
NODE_363_length_6396_cov_3.279470_2	K06153
NODE_832_length_2020_cov_2.355520_2	K06152
NODE_216_length_9364_cov_2.904514_8	K06151
NODE_5_length_35278_cov_3.051293_33	K06147
NODE_65_length_17365_cov_2.897842_7	K06146
NODE_139_length_12075_cov_2.916220_3	K06145
NODE_161_length_10966_cov_2.938924_7	K06145
NODE_169_length_10681_cov_3.163729_5	K06142
NODE_403_length_5814_cov_2.199402_3	K06140
NODE_15_length_29191_cov_2.704205_5	K06139
NODE_15_length_29191_cov_2.704205_6	K06137
NODE_15_length_29191_cov_2.704205_7	K06136
NODE_379_length_6133_cov_2.935564_1	K06134
NODE_97_length_14270_cov_2.630984_3	K06133
NODE_592_length_3849_cov_3.294197_2	K06132
NODE_53_length_18591_cov_2.653163_23	K06131
NODE_64_length_17442_cov_2.606584_10	K06131
NODE_203_length_9709_cov_2.614068_7	K06131
NODE_149_length_11248_cov_2.380182_8	K06125
NODE_436_length_5405_cov_2.282872_3	K06042
NODE_48_length_18877_cov_2.774613_3	K06041
NODE_245_length_8621_cov_2.617966_1	K06024
NODE_11_length_31471_cov_2.743236_13	K06023
NODE_41_length_19562_cov_2.510522_10	K06020
NODE_67_length_17105_cov_2.677701_8	K06019
NODE_204_length_9656_cov_2.629867_3	K06016
NODE_528_length_4539_cov_2.760879_4	K06013
NODE_439_length_5383_cov_2.655822_1	K05984
NODE_218_length_9311_cov_2.796058_7	K05973
NODE_7_length_33469_cov_2.958641_31	K05966
NODE_707_length_2864_cov_3.063208_2	K05946
NODE_436_length_5405_cov_2.282872_5	K05936
NODE_984_length_1092_cov_2.472539_2	K05934
NODE_368_length_6291_cov_3.114374_4	K05921
NODE_368_length_6291_cov_3.114374_5	K05921
NODE_430_length_5470_cov_2.712521_2	K05916
NODE_241_length_8766_cov_2.651927_5	K05896
NODE_51_length_18705_cov_2.754818_16	K05887
NODE_73_length_16450_cov_2.733689_12	K05875
NODE_102_length_13919_cov_3.033860_6	K05875
NODE_296_length_7561_cov_2.837503_2	K05874
NODE_894_length_1582_cov_3.426804_2	K05845
NODE_79_length_15933_cov_2.338226_6	K05838
NODE_630_length_3595_cov_2.596597_2	K05837
NODE_798_length_2220_cov_2.445294_2	K05836
NODE_85_length_15491_cov_2.605637_5	K05834
NODE_89_length_15101_cov_2.468011_3	K05834
NODE_415_length_5631_cov_2.548510_6	K05825
NODE_560_length_4187_cov_2.234975_3	K05825
NODE_249_length_8553_cov_3.103014_1	K05821
NODE_9_length_32827_cov_2.680214_6	K05820
NODE_30_length_21974_cov_2.639539_10	K05819
NODE_174_length_10558_cov_2.569456_5	K05815
NODE_174_length_10558_cov_2.569456_6	K05814
NODE_174_length_10558_cov_2.569456_7	K05813
NODE_581_length_4000_cov_2.510199_2	K05810
NODE_11_length_31471_cov_2.743236_15	K05808
NODE_245_length_8621_cov_2.617966_3	K05807
NODE_243_length_8691_cov_2.314456_6	K05805
NODE_397_length_5869_cov_2.620690_3	K05802
NODE_592_length_3849_cov_3.294197_1	K05800
NODE_37_length_20438_cov_2.530205_11	K05799
NODE_873_length_1754_cov_2.326368_1	K05798
NODE_20_length_25156_cov_2.672580_10	K05788
NODE_95_length_14557_cov_2.380457_7	K05784
NODE_107_length_13692_cov_2.537265_8	K05713
NODE_171_length_10628_cov_2.714503_9	K05713
NODE_304_length_7392_cov_3.228768_1	K05712
NODE_129_length_12362_cov_2.898324_9	K05710
NODE_281_length_7824_cov_2.684033_4	K05708
NODE_66_length_17275_cov_2.982739_14	K05685
NODE_371_length_6236_cov_2.245867_1	K05685
NODE_511_length_4761_cov_2.681700_4	K05662
NODE_179_length_10367_cov_3.006152_5	K05605
NODE_452_length_5222_cov_2.122473_4	K05603
NODE_95_length_14557_cov_2.380457_8	K05600
NODE_95_length_14557_cov_2.380457_9	K05599
NODE_431_length_5463_cov_2.320090_1	K05597
NODE_221_length_9226_cov_2.560281_6	K05596
